latitudeRange	longitudeRange	timePeriod	speciescount	bincount	occurrenceount	item_001	item_002	item_003	item_004	item_005	item_006	item_007	item_008	item_009	item_010	item_011	item_012	item_013	item_014	item_015	item_016	item_017	item_018	item_019	item_020	item_021	item_022	item_023	item_024	item_025	item_026	item_027	item_028	item_029	item_030	item_031	item_032	item_033	item_034	item_035	item_036	item_037	item_038	item_039	item_040	item_041	item_042	item_043	item_044	item_045	item_046	item_047	item_048	item_049	item_050	item_051	item_052	item_053	item_054	item_055	item_056	item_057	item_058	item_059	item_060	item_061	item_062	item_063	item_064	item_065	item_066	item_067	item_068	item_069	item_070	item_071	item_072	item_073	item_074	item_075	item_076	item_077	item_078	item_079	item_080	item_081	item_082	item_083	item_084	item_085	item_086	item_087	item_088	item_089	item_090	item_091	item_092	item_093	item_094	item_095	item_096	item_097	item_098	item_099	item_100	item_101	item_102	item_103	item_104	item_105	item_106	item_107	item_108	item_109	item_110	item_111	item_112	item_113	item_114	item_115
-43.0,-42.0	+148.0,+149.0	1900-1969	10	16	29	Acacia mucronata Willd. ex H.L.Wendl. [ 3 / 3 ]	Acacia genistifolia Link [ 2 / 2 ]	Acacia longifolia (Andrews) Willd. [ 2 / 8 ]	Acacia stricta (Andrews) Willd. [ 2 / 5 ]	Acacia ulicifolia (Salisb.) Court [ 2 / 5 ]	Acacia melanoxylon R.Br. [ 1 / 1 ]	Acacia myrtifolia (Sm.) Willd. [ 1 / 2 ]	Acacia suaveolens (Sm.) Willd. [ 1 / 1 ]	Acacia terminalis (Salisb.) J.F.Macbr. [ 1 / 1 ]	Acacia verticillata [ 1 / 1 ]
-43.0,-42.0	+148.0,+149.0	1970-1999	10	49	77	Acacia verticillata [ 9 / 11 ]	Acacia myrtifolia (Sm.) Willd. [ 8 / 16 ]	Acacia genistifolia Link [ 7 / 10 ]	Acacia longifolia (Andrews) Willd. [ 7 / 13 ]	Acacia terminalis (Salisb.) J.F.Macbr. [ 5 / 7 ]	Acacia mearnsii De Wild. [ 3 / 4 ]	Acacia suaveolens (Sm.) Willd. [ 3 / 4 ]	Acacia ulicifolia (Salisb.) Court [ 3 / 3 ]	Acacia melanoxylon R.Br. [ 2 / 6 ]	Acacia mucronata Willd. ex H.L.Wendl. [ 2 / 3 ]
-43.0,-42.0	+148.0,+149.0	2000-2017	5	19	29	Acacia genistifolia Link [ 9 / 12 ]	Acacia longifolia (Andrews) Willd. [ 5 / 10 ]	Acacia terminalis (Salisb.) J.F.Macbr. [ 3 / 4 ]	Acacia mearnsii De Wild. [ 1 / 2 ]	Acacia mucronata Willd. ex H.L.Wendl. [ 1 / 1 ]
-43.0,-42.0	+172.0,+173.0	UNSPECIFIED	1	1	1	Acacia melanoxylon R.Br. [ 1 / 1 ]
-43.0,-42.0	+172.0,+173.0	2000-2017	1	1	1	Acacia pravissima F.Muell. [ 1 / 1 ]
-43.0,-42.0	+173.0,+174.0	2000-2017	2	4	5	Acacia pravissima F.Muell. [ 3 / 4 ]	Acacia dealbata Link [ 1 / 1 ]
-42.0,-41.0	+144.0,+145.0	UNSPECIFIED	1	2	13	Acacia mucronata Willd. ex H.L.Wendl. [ 2 / 13 ]
-42.0,-41.0	+144.0,+145.0	1900-1969	1	1	1	Acacia myrtifolia (Sm.) Willd. [ 1 / 1 ]
-42.0,-41.0	+144.0,+145.0	1970-1999	5	12	15	Acacia melanoxylon R.Br. [ 3 / 3 ]	Acacia mucronata Willd. ex H.L.Wendl. [ 3 / 5 ]	Acacia verticillata [ 3 / 4 ]	Acacia longifolia (Andrews) Willd. [ 2 / 2 ]	Acacia genistifolia Link [ 1 / 1 ]
-42.0,-41.0	+144.0,+145.0	2000-2017	3	6	11	Acacia verticillata [ 4 / 8 ]	Acacia mucronata Willd. ex H.L.Wendl. [ 1 / 2 ]	Acacia suaveolens (Sm.) Willd. [ 1 / 1 ]
